# {"t_start": 1665244641.5746248, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7
4.026552575964901,100,9.145201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3266988797244919,5.353251455689393
83.97255311620843,100,11.589717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.043483550093214,40.92906956611522
-51.90763187209227,100,13.909978,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-17.243889312188884,-14.663742559903387
41.1361405765787,100,16.174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.23498732417124,16.901153252407454
8.878551802017233,100,18.683589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.663610241876362,5.214941560140871
111.9691297242839,100,21.295372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.57707605517924,57.392053669104655
-24.098596469068813,100,23.963237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.825024845206078,-13.273571623862734
228.8677271409126,100,26.602958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.48452877206805,115.38319836884455
-73.61324250116185,100,29.259625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.45686870168345,-35.1563737994784
62.659095035358234,100,31.918003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0612428989406,30.597852136417632
-40.31716331963021,100,217.865278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.425496153946895,-21.89166716568332
6.338531788678834,100,220.260363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5564160071837989,5.782115781495035
69.45268910668868,100,222.725916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.47242835128074,35.98026075540794
6.622367766097504,100,225.180338,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,14.654097343300778,11.968270422796724
-52.8822457633395,100,227.603932,0.0,-5.0,0.0,0.0,-5.0,0.0,0.0,-17.220685845921626,-25.661559917417872
75.38100990584846,100,230.039415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83787258169496,38.5431373241535
121.7027715186699,100,232.470953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.00015596401612,56.70261555465379
-85.67950332918113,100,234.907913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.75919067655462,-33.92031265262652
110.08959739135892,100,237.478515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.54979431689908,56.53980307445984
-96.73292733015485,100,239.877019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.95517551145652,-49.777751818698334
36.14918069650069,100,361.324076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.359369308858746,16.789811387641947
-25.91331959938695,100,363.946957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.899449624562562,-13.013869974824386
11.400054385196189,100,366.464705,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,17.94887080449825,13.45118358069794
-23.276925628309158,100,368.983504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.773056677730601,-11.503868950578559
