# {"t_start": 1665108357.8942463, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2
-172.53567873444055,100,247.872602,0.0,-172.53567873444055,0.0,0.0
-123.2715965706319,100,248.973247,0.0,-123.2715965706319,0.0,0.0
-164.36092764839572,100,250.086987,0.0,-164.36092764839572,0.0,0.0
-209.73409393680038,100,251.191236,0.0,-208.73409393680038,0.0,-1.0
-175.32601213716777,100,252.287946,0.0,-175.32601213716777,0.0,0.0
-148.98953440186978,100,253.370974,0.0,-144.98953440186978,-2.0,-2.0
-161.04737613545524,100,254.469425,0.0,-161.04737613545524,0.0,0.0
-165.19189627477934,100,255.569348,0.0,-165.19189627477934,0.0,0.0
-194.40676555424216,100,256.673505,0.0,-194.40676555424216,0.0,0.0
-156.14774218404182,100,257.769532,0.0,-156.14774218404182,0.0,0.0
-250.7567005897959,100,287.375136,0.0,-250.7567005897959,0.0,0.0
-157.1483310527099,100,288.477803,0.0,-157.1483310527099,0.0,0.0
-154.58812074346687,100,289.567137,0.0,-154.58812074346687,0.0,0.0
-97.23227217473442,100,290.657863,0.0,-97.23227217473442,0.0,0.0
-140.32669362343572,100,291.759949,0.0,-140.32669362343572,0.0,0.0
-204.7985636542944,100,292.855804,0.0,-204.7985636542944,0.0,0.0
-270.0164165464907,100,293.950403,0.0,-266.0164165464907,-2.0,-2.0
-212.1171687363189,100,295.056109,0.0,-212.1171687363189,0.0,0.0
-134.10842143121988,100,296.159721,0.0,-134.10842143121988,0.0,0.0
-201.38678286082379,100,297.244358,0.0,-201.38678286082379,0.0,0.0
-177.90417405418913,100,326.853599,0.0,-177.90417405418913,0.0,0.0
-192.65933754665983,100,327.950691,0.0,-192.65933754665983,0.0,0.0
-186.5320753206333,100,329.055107,0.0,-184.5320753206333,-2.0,0.0
-183.52468155118123,100,330.153452,0.0,-179.52468155118123,-2.0,-2.0
-176.94573048431198,100,331.249809,0.0,-176.94573048431198,0.0,0.0
-193.5336747355457,100,332.340494,0.0,-193.5336747355457,0.0,0.0
-261.9562233766723,100,333.45022,0.0,-261.9562233766723,0.0,0.0
-201.06543348508382,100,334.559218,0.0,-201.06543348508382,0.0,0.0
-194.51517555844075,100,335.647904,0.0,-194.51517555844075,0.0,0.0
-296.34314366297275,100,336.757969,0.0,-296.34314366297275,0.0,0.0
-244.97883834505603,100,366.150048,0.0,-244.97883834505603,0.0,0.0
-192.53511265789544,100,367.252894,0.0,-192.53511265789544,0.0,0.0
-122.675296711116,100,368.350634,0.0,-122.675296711116,0.0,0.0
-153.6793103358673,100,369.440215,0.0,-153.6793103358673,0.0,0.0
-138.66907225460784,100,370.541802,0.0,-138.66907225460784,0.0,0.0
-133.3048517430081,100,371.642501,0.0,-129.3048517430081,-2.0,-2.0
-151.37186883396024,100,372.747849,0.0,-151.37186883396024,0.0,0.0
-208.19114252699077,100,373.856725,0.0,-208.19114252699077,0.0,0.0
-119.0712045593654,100,374.964437,0.0,-119.0712045593654,0.0,0.0
-188.20465250969175,100,376.069797,0.0,-184.20465250969175,-2.0,-2.0
-148.18972702220594,100,405.479025,0.0,-148.18972702220594,0.0,0.0
-264.32957379950113,100,406.572871,0.0,-264.32957379950113,0.0,0.0
-153.2038081237568,100,407.674483,0.0,-153.2038081237568,0.0,0.0
-147.33697128541104,100,408.790626,0.0,-147.33697128541104,0.0,0.0
-180.0547724451954,100,409.894736,0.0,-180.0547724451954,0.0,0.0
-211.03109562786128,100,411.00426,0.0,-211.03109562786128,0.0,0.0
-125.29949546872481,100,412.103255,0.0,-125.29949546872481,0.0,0.0
-127.99961926547125,100,413.211324,0.0,-127.99961926547125,0.0,0.0
-155.52052538583968,100,414.318186,0.0,-155.52052538583968,0.0,0.0
-158.50163467869245,100,415.418611,0.0,-158.50163467869245,0.0,0.0
-162.41379903618537,100,445.611738,0.0,-162.41379903618537,0.0,0.0
-154.49785777804868,100,446.711563,0.0,-154.49785777804868,0.0,0.0
-204.49633205615336,100,447.813862,0.0,-204.49633205615336,0.0,0.0
-210.07366937717242,100,448.915691,0.0,-210.07366937717242,0.0,0.0
-145.05985656335147,100,450.025349,0.0,-145.05985656335147,0.0,0.0
-193.96953570769955,100,451.117344,0.0,-193.96953570769955,0.0,0.0
-174.34625807328476,100,452.214812,0.0,-174.34625807328476,0.0,0.0
-156.9189655882163,100,453.315616,0.0,-156.9189655882163,0.0,0.0
-181.92747191861116,100,454.426193,0.0,-181.92747191861116,0.0,0.0
-138.30347536778916,100,455.529302,0.0,-138.30347536778916,0.0,0.0
-171.806789909623,100,485.178022,0.0,-171.806789909623,0.0,0.0
-164.8024895187193,100,486.290668,0.0,-164.8024895187193,0.0,0.0
-171.1688438397508,100,487.398451,0.0,-171.1688438397508,0.0,0.0
-245.90041667306355,100,488.505676,0.0,-245.90041667306355,0.0,0.0
-102.33599331975972,100,489.605105,0.0,-102.33599331975972,0.0,0.0
-159.56191099724848,100,490.708618,0.0,-159.56191099724848,0.0,0.0
-155.31050236609872,100,491.811074,0.0,-155.31050236609872,0.0,0.0
-165.66861533937336,100,492.918521,0.0,-165.66861533937336,0.0,0.0
-122.44908540860565,100,494.009504,0.0,-122.44908540860565,0.0,0.0
-168.6811397038184,100,495.109774,0.0,-168.6811397038184,0.0,0.0
-209.5885953203044,100,524.798594,0.0,-209.5885953203044,0.0,0.0
-125.27561948277642,100,525.895401,0.0,-125.27561948277642,0.0,0.0
-195.56845247087043,100,527.006029,0.0,-193.56845247087043,-2.0,0.0
-131.74696264752976,100,528.108825,0.0,-131.74696264752976,0.0,0.0
-223.2732427380756,100,529.222445,0.0,-223.2732427380756,0.0,0.0
-133.32803634221898,100,530.317567,0.0,-133.32803634221898,0.0,0.0
-149.25975386216828,100,531.421566,0.0,-149.25975386216828,0.0,0.0
-172.72405966978124,100,532.527588,0.0,-172.72405966978124,0.0,0.0
-273.7391342059663,100,533.618059,0.0,-273.7391342059663,0.0,0.0
-206.31158743807913,100,534.717705,0.0,-206.31158743807913,0.0,0.0
-210.23863046367885,100,564.459825,0.0,-208.23863046367885,0.0,-2.0
-189.63942717181487,100,565.573348,0.0,-189.63942717181487,0.0,0.0
-226.52856862400924,100,566.681127,0.0,-226.52856862400924,0.0,0.0
-183.35789666916614,100,567.77632,0.0,-183.35789666916614,0.0,0.0
-157.5594935223504,100,568.888377,0.0,-157.5594935223504,0.0,0.0
-185.91603486327344,100,569.991693,0.0,-183.91603486327344,0.0,-2.0
-138.40736802344153,100,571.08696,0.0,-136.40736802344153,0.0,-2.0
-175.0879502511935,100,572.206458,0.0,-175.0879502511935,0.0,0.0
-189.56776454498814,100,573.295765,0.0,-187.56776454498814,-2.0,0.0
-139.40207551113517,100,574.403092,0.0,-139.40207551113517,0.0,0.0
-143.14235751962954,100,604.100074,0.0,-143.14235751962954,0.0,0.0
-114.3584916204591,100,605.197574,0.0,-114.3584916204591,0.0,0.0
-129.6486735137882,100,606.292099,0.0,-129.6486735137882,0.0,0.0
-192.43037941567553,100,607.38737,0.0,-192.43037941567553,0.0,0.0
-163.06422981675587,100,608.495824,0.0,-163.06422981675587,0.0,0.0
-118.77809235366655,100,609.599101,0.0,-118.77809235366655,0.0,0.0
-297.3399583027771,100,610.696597,0.0,-297.3399583027771,0.0,0.0
-179.74265722936326,100,611.797629,0.0,-179.74265722936326,0.0,0.0
-219.68469998600722,100,612.885206,0.0,-219.68469998600722,0.0,0.0
-130.76451385543768,100,614.000462,0.0,-128.76451385543768,-1.0,-1.0
-93.82659704285642,100,643.423444,0.0,-93.82659704285642,0.0,0.0
-113.72732949045344,100,644.529414,0.0,-113.72732949045344,0.0,0.0
-92.29426351523657,100,645.634783,0.0,-92.29426351523657,0.0,0.0
-106.35339260575442,100,646.73482,0.0,-106.35339260575442,0.0,0.0
-192.14745127643334,100,647.841138,0.0,-192.14745127643334,0.0,0.0
-174.4922642751106,100,648.945071,0.0,-174.4922642751106,0.0,0.0
-152.86124934998915,100,650.052617,0.0,-152.86124934998915,0.0,0.0
-172.9604711127349,100,651.152102,0.0,-171.9604711127349,0.0,-1.0
-182.31849362419806,100,652.257483,0.0,-182.31849362419806,0.0,0.0
-98.45957912808433,100,653.351497,0.0,-98.45957912808433,0.0,0.0
-126.41469235385931,100,683.249304,0.0,-126.41469235385931,0.0,0.0
-165.15691849440532,100,684.352161,0.0,-165.15691849440532,0.0,0.0
-172.52391968074195,100,685.461674,0.0,-172.52391968074195,0.0,0.0
-162.81998895584707,100,686.573422,0.0,-162.81998895584707,0.0,0.0
-134.9499417331671,100,687.674924,0.0,-134.9499417331671,0.0,0.0
-125.86071849220922,100,688.780941,0.0,-125.86071849220922,0.0,0.0
-158.55856441079126,100,689.880294,0.0,-158.55856441079126,0.0,0.0
-138.8979181394138,100,690.990905,0.0,-138.8979181394138,0.0,0.0
-123.19306831787453,100,692.086857,0.0,-123.19306831787453,0.0,0.0
-172.80599774951332,100,693.184731,0.0,-172.80599774951332,0.0,0.0
-189.82274917884743,100,722.791749,0.0,-189.82274917884743,0.0,0.0
-285.79894015848697,100,723.91047,0.0,-283.79894015848697,-1.0,-1.0
-237.18752691659557,100,725.01674,0.0,-237.18752691659557,0.0,0.0
-155.91139698635953,100,726.131163,0.0,-155.91139698635953,0.0,0.0
-126.99518494154712,100,727.236343,0.0,-126.99518494154712,0.0,0.0
-152.39331825307454,100,728.342444,0.0,-152.39331825307454,0.0,0.0
-153.8025054278381,100,729.443814,0.0,-151.8025054278381,0.0,-2.0
-125.0867518501817,100,730.556664,0.0,-125.0867518501817,0.0,0.0
-106.1547887888565,100,731.669408,0.0,-106.1547887888565,0.0,0.0
-162.78554460964702,100,732.769009,0.0,-162.78554460964702,0.0,0.0
-120.38491991334473,100,762.271137,0.0,-120.38491991334473,0.0,0.0
-196.9391993354816,100,763.378617,0.0,-196.9391993354816,0.0,0.0
-156.53138836887365,100,764.476306,0.0,-156.53138836887365,0.0,0.0
-210.4142609112315,100,765.57326,0.0,-210.4142609112315,0.0,0.0
-180.8207498740895,100,766.676482,0.0,-180.8207498740895,0.0,0.0
-253.5308097066452,100,767.787014,0.0,-253.5308097066452,0.0,0.0
-138.85697496559274,100,768.903849,0.0,-138.85697496559274,0.0,0.0
-108.75612197604771,100,770.012797,0.0,-108.75612197604771,0.0,0.0
-313.148631673868,100,771.117683,0.0,-313.148631673868,0.0,0.0
-123.13813698829033,100,772.221446,0.0,-119.13813698829033,-2.0,-2.0
-130.37976010926187,100,801.910625,0.0,-130.37976010926187,0.0,0.0
-138.08631527333938,100,803.015548,0.0,-138.08631527333938,0.0,0.0
-197.47036959800184,100,804.12598,0.0,-197.47036959800184,0.0,0.0
-224.67906956080574,100,805.226664,0.0,-218.67906956080574,-3.0,-3.0
-172.01405287747886,100,806.349814,0.0,-172.01405287747886,0.0,0.0
-154.1165095802803,100,807.4469,0.0,-154.1165095802803,0.0,0.0
-184.82255549950622,100,808.552357,0.0,-184.82255549950622,0.0,0.0
-174.634404621501,100,809.654861,0.0,-174.634404621501,0.0,0.0
-116.61269802552026,100,810.752057,0.0,-114.61269802552026,-2.0,0.0
-169.53842385551772,100,811.853799,0.0,-169.53842385551772,0.0,0.0
-185.75615339548384,100,842.092664,0.0,-185.75615339548384,0.0,0.0
-117.2397904642499,100,843.196441,0.0,-117.2397904642499,0.0,0.0
-175.87645320131813,100,844.305631,0.0,-175.87645320131813,0.0,0.0
-249.58500897970112,100,845.379949,0.0,-249.58500897970112,0.0,0.0
-213.1762692111462,100,846.483077,0.0,-213.1762692111462,0.0,0.0
-140.16343206413728,100,847.590714,0.0,-140.16343206413728,0.0,0.0
-113.83656281166752,100,848.68831,0.0,-113.83656281166752,0.0,0.0
-175.1651297100598,100,849.795219,0.0,-175.1651297100598,0.0,0.0
-187.4593459874337,100,850.897292,0.0,-187.4593459874337,0.0,0.0
-189.22171106834264,100,852.004755,0.0,-189.22171106834264,0.0,0.0
-212.39847171463262,100,881.517589,0.0,-212.39847171463262,0.0,0.0
-211.1337339413062,100,882.615015,0.0,-211.1337339413062,0.0,0.0
-143.9477753295063,100,883.715599,0.0,-143.9477753295063,0.0,0.0
-233.49249246104984,100,884.824073,0.0,-233.49249246104984,0.0,0.0
-158.8835222753227,100,885.972372,0.0,-158.8835222753227,0.0,0.0
-106.01305822172205,100,887.157573,0.0,-106.01305822172205,0.0,0.0
-180.0156553436911,100,888.259123,0.0,-180.0156553436911,0.0,0.0
-183.9291434946699,100,889.363611,0.0,-183.9291434946699,0.0,0.0
-249.15017688413968,100,890.472057,0.0,-249.15017688413968,0.0,0.0
-100.90669544473128,100,891.563038,0.0,-94.90669544473128,-3.0,-3.0
-151.2738048911785,100,921.369073,0.0,-151.2738048911785,0.0,0.0
-205.69912248919965,100,922.462396,0.0,-205.69912248919965,0.0,0.0
-149.03349707849867,100,923.556366,0.0,-149.03349707849867,0.0,0.0
-199.64941613999815,100,924.651975,0.0,-199.64941613999815,0.0,0.0
-162.92262764751396,100,925.751974,0.0,-162.92262764751396,0.0,0.0
-154.6823769630988,100,926.861877,0.0,-154.6823769630988,0.0,0.0
-172.45194249899254,100,927.965932,0.0,-172.45194249899254,0.0,0.0
-179.37191566570607,100,929.074507,0.0,-179.37191566570607,0.0,0.0
-165.20188596621688,100,930.183736,0.0,-165.20188596621688,0.0,0.0
-190.74029176486573,100,931.300229,0.0,-190.74029176486573,0.0,0.0
-112.01614336632029,100,960.549758,0.0,-112.01614336632029,0.0,0.0
-187.80180638285827,100,961.653433,0.0,-187.80180638285827,0.0,0.0
-209.79562969298993,100,962.766666,0.0,-206.79562969298993,0.0,-3.0
-123.85163609723845,100,963.871656,0.0,-123.85163609723845,0.0,0.0
-191.4986214716303,100,964.974416,0.0,-191.4986214716303,0.0,0.0
-178.2526823767832,100,966.07486,0.0,-178.2526823767832,0.0,0.0
-139.09759625471963,100,967.182204,0.0,-139.09759625471963,0.0,0.0
-130.1208802863339,100,968.296309,0.0,-130.1208802863339,0.0,0.0
-139.34933543373654,100,969.403701,0.0,-139.34933543373654,0.0,0.0
-124.95039814731234,100,970.496535,0.0,-124.95039814731234,0.0,0.0
-131.87518593759683,100,1000.754067,0.0,-127.87518593759684,-2.0,-2.0
-151.87030967252394,100,1001.853093,0.0,-151.87030967252394,0.0,0.0
-149.54451132138317,100,1002.960483,0.0,-149.54451132138317,0.0,0.0
-154.04193736020372,100,1004.062789,0.0,-154.04193736020372,0.0,0.0
-115.7227788049847,100,1005.173994,0.0,-114.7227788049847,0.0,-1.0
-130.5426586637306,100,1006.267931,0.0,-130.5426586637306,0.0,0.0
-118.90619670968417,100,1007.370707,0.0,-118.90619670968417,0.0,0.0
-188.75024371333362,100,1008.463622,0.0,-188.75024371333362,0.0,0.0
-148.8124912452222,100,1009.564782,0.0,-148.8124912452222,0.0,0.0
-138.7487407432296,100,1010.664812,0.0,-138.7487407432296,0.0,0.0
-189.1098518672211,100,1040.222557,0.0,-187.1098518672211,-2.0,0.0
-147.04880463605346,100,1041.313447,0.0,-147.04880463605346,0.0,0.0
-162.0014189167217,100,1042.409646,0.0,-162.0014189167217,0.0,0.0
-193.19399034193512,100,1043.506874,0.0,-193.19399034193512,0.0,0.0
-92.9587544213043,100,1044.600798,0.0,-92.9587544213043,0.0,0.0
-99.06822399118153,100,1045.71007,0.0,-99.06822399118153,0.0,0.0
-137.35487654036336,100,1046.82225,0.0,-137.35487654036336,0.0,0.0
-143.08009956461783,100,1047.916008,0.0,-141.08009956461783,-1.0,-1.0
-168.0216844944972,100,1049.017672,0.0,-168.0216844944972,0.0,0.0
-135.1705749560855,100,1050.127059,0.0,-135.1705749560855,0.0,0.0
-118.61169232944928,100,1079.940584,0.0,-118.61169232944928,0.0,0.0
-118.12848081664582,100,1081.054907,0.0,-118.12848081664582,0.0,0.0
-133.9040447788812,100,1082.170706,0.0,-133.9040447788812,0.0,0.0
-135.6478474120782,100,1083.260221,0.0,-135.6478474120782,0.0,0.0
-145.26136819039402,100,1084.384776,0.0,-145.26136819039402,0.0,0.0
-155.57020469110327,100,1085.520694,0.0,-155.57020469110327,0.0,0.0
-187.16121053674996,100,1086.627336,0.0,-187.16121053674996,0.0,0.0
-134.4508635758957,100,1087.730478,0.0,-132.4508635758957,0.0,-2.0
-112.15392123148894,100,1088.829636,0.0,-112.15392123148894,0.0,0.0
-99.70156497175495,100,1089.924835,0.0,-95.70156497175495,0.0,-4.0
-135.4618894794663,100,1119.781141,0.0,-135.4618894794663,0.0,0.0
-245.83670256577776,100,1120.878445,0.0,-245.83670256577776,0.0,0.0
-134.1222144472243,100,1121.980547,0.0,-134.1222144472243,0.0,0.0
-124.1971476166396,100,1123.078932,0.0,-124.1971476166396,0.0,0.0
-235.39624915726156,100,1124.185754,0.0,-235.39624915726156,0.0,0.0
-171.24754125233818,100,1125.285715,0.0,-171.24754125233818,0.0,0.0
-159.22354782287056,100,1126.396079,0.0,-159.22354782287056,0.0,0.0
-150.16285262769253,100,1127.488192,0.0,-150.16285262769253,0.0,0.0
-161.931472012687,100,1128.588449,0.0,-158.931472012687,-3.0,0.0
-190.3405371889569,100,1129.699485,0.0,-190.3405371889569,0.0,0.0
-146.4784518286472,100,1159.263873,0.0,-146.4784518286472,0.0,0.0
-131.80283571414083,100,1160.362294,0.0,-131.80283571414083,0.0,0.0
-201.5014441251274,100,1161.464231,0.0,-201.5014441251274,0.0,0.0
-145.43797034182862,100,1162.556368,0.0,-145.43797034182862,0.0,0.0
-185.09216144018845,100,1163.654078,0.0,-185.09216144018845,0.0,0.0
-194.02154692021023,100,1164.761756,0.0,-193.02154692021023,0.0,-1.0
-219.56262566050088,100,1165.869529,0.0,-219.56262566050088,0.0,0.0
-95.00350697031516,100,1166.973925,0.0,-95.00350697031516,0.0,0.0
-145.30168723668615,100,1168.075794,0.0,-145.30168723668615,0.0,0.0
-125.9427375153071,100,1169.181275,0.0,-125.9427375153071,0.0,0.0
-119.4857784598285,100,1198.82025,0.0,-119.4857784598285,0.0,0.0
-178.8487628222908,100,1199.926602,0.0,-178.8487628222908,0.0,0.0
-147.89901162597477,100,1201.027508,0.0,-145.89901162597477,-2.0,0.0
-157.54306119336212,100,1202.113961,0.0,-153.54306119336212,-2.0,-2.0
-200.74292846666455,100,1203.221916,0.0,-199.74292846666455,0.0,-1.0
-129.9581154962235,100,1204.314507,0.0,-129.9581154962235,0.0,0.0
-181.4991543650434,100,1205.422225,0.0,-181.4991543650434,0.0,0.0
-121.1599082864748,100,1206.516881,0.0,-119.1599082864748,-2.0,0.0
-211.76941583413114,100,1207.630903,0.0,-207.76941583413114,-2.0,-2.0
-125.82365494316241,100,1208.731013,0.0,-125.82365494316241,0.0,0.0
-209.0936353293214,100,1239.230941,0.0,-209.0936353293214,0.0,0.0
-99.16391453865295,100,1240.329857,0.0,-99.16391453865295,0.0,0.0
-121.08848602294371,100,1241.426254,0.0,-120.08848602294371,0.0,-1.0
-146.45786061708412,100,1242.53796,0.0,-141.45786061708412,-3.0,-2.0
-140.76824317456308,100,1243.646802,0.0,-140.76824317456308,0.0,0.0
-205.26765716187572,100,1244.748532,0.0,-205.26765716187572,0.0,0.0
-160.8363755313062,100,1245.854835,0.0,-160.8363755313062,0.0,0.0
-136.10033777485748,100,1246.966389,0.0,-136.10033777485748,0.0,0.0
-171.9243258278884,100,1248.064719,0.0,-168.9243258278884,-3.0,0.0
-236.55168662758066,100,1249.173763,0.0,-224.55168662758066,-5.0,-7.0
-209.40915136770312,100,1278.844301,0.0,-209.40915136770312,0.0,0.0
-115.39275592806955,100,1279.946835,0.0,-115.39275592806955,0.0,0.0
-157.42594372881513,100,1281.031028,0.0,-157.42594372881513,0.0,0.0
-112.45997692449889,100,1282.137863,0.0,-112.45997692449889,0.0,0.0
-77.08832719859146,100,1283.236112,0.0,-77.08832719859146,0.0,0.0
-127.96588665986268,100,1284.341337,0.0,-127.96588665986268,0.0,0.0
-140.23191867362704,100,1285.442216,0.0,-140.23191867362704,0.0,0.0
-151.5033439433887,100,1286.541023,0.0,-149.5033439433887,-2.0,0.0
-150.43924071145054,100,1287.640647,0.0,-150.43924071145054,0.0,0.0
-205.92387118943498,100,1288.751887,0.0,-205.92387118943498,0.0,0.0
-148.91308663763002,100,1318.617904,0.0,-148.91308663763002,0.0,0.0
-165.85455367570535,100,1319.727468,0.0,-165.85455367570535,0.0,0.0
-132.93156356529173,100,1320.819864,0.0,-132.93156356529173,0.0,0.0
-230.53758089917056,100,1321.917241,0.0,-230.53758089917056,0.0,0.0
-160.64457704170985,100,1323.024376,0.0,-160.64457704170985,0.0,0.0
-141.57633768145257,100,1324.127204,0.0,-141.57633768145257,0.0,0.0
-109.94908133034303,100,1325.242375,0.0,-109.94908133034303,0.0,0.0
-166.31432022069535,100,1326.360551,0.0,-166.31432022069535,0.0,0.0
-171.6771441709357,100,1327.467286,0.0,-171.6771441709357,0.0,0.0
-144.50321979320418,100,1328.569923,0.0,-144.50321979320418,0.0,0.0
-241.28398414233595,100,1358.550554,0.0,-241.28398414233595,0.0,0.0
-149.7299551403927,100,1359.641183,0.0,-149.7299551403927,0.0,0.0
-109.82758745117866,100,1360.729017,0.0,-109.82758745117866,0.0,0.0
-192.30447805622967,100,1361.828046,0.0,-192.30447805622967,0.0,0.0
-190.67062316432816,100,1362.939909,0.0,-190.67062316432816,0.0,0.0
-194.05998602784155,100,1364.042132,0.0,-194.05998602784155,0.0,0.0
-186.68504444728995,100,1365.139287,0.0,-186.68504444728995,0.0,0.0
-88.40113018001847,100,1366.236884,0.0,-87.40113018001847,0.0,-1.0
-173.88664407963867,100,1367.348056,0.0,-171.88664407963867,-2.0,0.0
-203.71171085282595,100,1368.453451,0.0,-203.71171085282595,0.0,0.0
-177.79816215063263,100,1398.186748,0.0,-177.79816215063263,0.0,0.0
-114.11930030957103,100,1399.283224,0.0,-114.11930030957103,0.0,0.0
-210.52176558913627,100,1400.392845,0.0,-210.52176558913627,0.0,0.0
-152.45369702178806,100,1401.508063,0.0,-152.45369702178806,0.0,0.0
-182.7510101353009,100,1402.602285,0.0,-182.7510101353009,0.0,0.0
-213.39956557594246,100,1403.704547,0.0,-213.39956557594246,0.0,0.0
-204.52362700982758,100,1404.80688,0.0,-204.52362700982758,0.0,0.0
-134.56956995908342,100,1405.912438,0.0,-132.56956995908342,0.0,-2.0
-151.58327822959922,100,1407.026014,0.0,-151.58327822959922,0.0,0.0
-151.87300913463966,100,1408.126366,0.0,-149.87300913463966,0.0,-2.0
-191.08965435327184,100,1437.734547,0.0,-191.08965435327184,0.0,0.0
-128.41678967586904,100,1438.86041,0.0,-128.41678967586904,0.0,0.0
-169.39059629633468,100,1439.97756,0.0,-169.39059629633468,0.0,0.0
-95.96438893615654,100,1441.090428,0.0,-95.96438893615654,0.0,0.0
-107.93225758306313,100,1442.200573,0.0,-106.93225758306313,-1.0,0.0
-122.01332074014219,100,1443.30512,0.0,-122.01332074014219,0.0,0.0
-131.17365844722494,100,1444.414211,0.0,-131.17365844722494,0.0,0.0
-132.50874270314782,100,1445.53009,0.0,-132.50874270314782,0.0,0.0
-178.09234549666618,100,1446.646353,0.0,-176.09234549666618,0.0,-2.0
-175.85540127588553,100,1447.767023,0.0,-175.85540127588553,0.0,0.0
