# {"t_start": 1665108357.0815454, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2
-312.2293912657857,100,3.631043,0.0,-312.2293912657857,0.0,0.0
-253.04425862408283,100,4.744634,0.0,-253.04425862408283,0.0,0.0
-414.8497265991114,100,5.85444,0.0,-414.8497265991114,0.0,0.0
-348.0390424417238,100,6.943062,0.0,-348.0390424417238,0.0,0.0
-746.7657961332777,100,8.033463,0.0,-746.7657961332777,0.0,0.0
-244.77438730150294,100,9.110433,0.0,-244.77438730150294,0.0,0.0
-244.6507454975955,100,10.20422,0.0,-242.6507454975955,0.0,-2.0
-374.62268322729494,100,11.299097,0.0,-374.62268322729494,0.0,0.0
-284.16923421316557,100,12.397425,0.0,-284.16923421316557,0.0,0.0
-256.60616717006116,100,13.457822,0.0,-256.60616717006116,0.0,0.0
-199.1039163817853,100,52.033975,0.0,-199.1039163817853,0.0,0.0
-204.60269139278793,100,52.917148,0.0,-204.60269139278793,0.0,0.0
-282.6381710306012,100,53.930528,0.0,-282.6381710306012,0.0,0.0
-246.25085020930362,100,55.020184,0.0,-246.25085020930362,0.0,0.0
-249.2837098044132,100,56.11684,0.0,-249.2837098044132,0.0,0.0
-340.0864888972514,100,57.215832,0.0,-340.0864888972514,0.0,0.0
-389.34236204628155,100,58.302252,0.0,-389.34236204628155,0.0,0.0
-273.20157320505695,100,59.383827,0.0,-273.20157320505695,0.0,0.0
-473.22976736159296,100,60.481647,0.0,-473.22976736159296,0.0,0.0
-314.252112745016,100,61.574735,0.0,-314.252112745016,0.0,0.0
-207.31343840192415,100,91.08061,0.0,-207.31343840192415,0.0,0.0
-247.3907043065086,100,92.176033,0.0,-245.3907043065086,-2.0,0.0
-196.94004646345465,100,93.266313,0.0,-196.94004646345465,0.0,0.0
-298.1432833810256,100,94.360554,0.0,-298.1432833810256,0.0,0.0
-171.31133273910783,100,95.456868,0.0,-171.31133273910783,0.0,0.0
-240.12459474599513,100,96.554245,0.0,-240.12459474599513,0.0,0.0
-263.1722666958089,100,97.643581,0.0,-263.1722666958089,0.0,0.0
-251.83793865975963,100,98.741153,0.0,-251.83793865975963,0.0,0.0
-434.3730572521957,100,99.844594,0.0,-434.3730572521957,0.0,0.0
-282.4236697765347,100,100.930384,0.0,-282.4236697765347,0.0,0.0
-221.4989450022541,100,130.449492,0.0,-221.4989450022541,0.0,0.0
