# {"t_start": 1665108357.8392334, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2
-325.22691310800735,100,2.872062,0.0,-325.22691310800735,0.0,0.0
-299.04083160304225,100,3.987076,0.0,-299.04083160304225,0.0,0.0
-518.3355695945978,100,5.098051,0.0,-518.3355695945978,0.0,0.0
-474.8687301189876,100,6.185401,0.0,-474.8687301189876,0.0,0.0
-256.5022182362647,100,7.27583,0.0,-256.5022182362647,0.0,0.0
-407.5452088421407,100,8.351965,0.0,-407.5452088421407,0.0,0.0
-474.64587254774557,100,9.446637,0.0,-474.64587254774557,0.0,0.0
-223.8454997070128,100,10.541301,0.0,-223.8454997070128,0.0,0.0
-178.26543285688825,100,11.639617,0.0,-178.26543285688825,0.0,0.0
-288.33287086943363,100,12.700235,0.0,-288.33287086943363,0.0,0.0
-355.3396432024548,100,51.274612,0.0,-355.3396432024548,0.0,0.0
-126.8032115755349,100,52.160831,0.0,-126.8032115755349,0.0,0.0
-111.98249358223384,100,53.172841,0.0,-111.98249358223384,0.0,0.0
-178.06366889246198,100,54.263731,0.0,-178.06366889246198,0.0,0.0
-316.8875576776786,100,55.359033,0.0,-316.8875576776786,0.0,0.0
-290.4457713789619,100,56.456859,0.0,-290.4457713789619,0.0,0.0
-317.9619805449915,100,57.545849,0.0,-317.9619805449915,0.0,0.0
-183.6368570887642,100,58.626069,0.0,-183.6368570887642,0.0,0.0
-301.62143188435726,100,59.72428,0.0,-301.62143188435726,0.0,0.0
-255.55410758630492,100,60.816896,0.0,-255.55410758630492,0.0,0.0
-277.11536528284097,100,90.322805,0.0,-277.11536528284097,0.0,0.0
-264.4509604706496,100,91.418284,0.0,-264.4509604706496,0.0,0.0
-224.19341247910694,100,92.508746,0.0,-224.19341247910694,0.0,0.0
-117.43765994329067,100,93.601705,0.0,-117.43765994329067,0.0,0.0
-535.4687534722696,100,94.699385,0.0,-535.4687534722696,0.0,0.0
-301.6343421854023,100,95.796667,0.0,-301.6343421854023,0.0,0.0
-193.79094656341562,100,96.88597,0.0,-193.79094656341562,0.0,0.0
-178.24051797851246,100,97.982305,0.0,-178.24051797851246,0.0,0.0
-250.5671881341835,100,99.086935,0.0,-250.5671881341835,0.0,0.0
-236.1042608907328,100,100.17279,0.0,-236.1042608907328,0.0,0.0
-194.19964126508572,100,129.691947,0.0,-194.19964126508572,0.0,0.0
-278.9224407842932,100,130.786535,0.0,-278.9224407842932,0.0,0.0
-134.1379075904571,100,131.884698,0.0,-134.1379075904571,0.0,0.0
-321.26455339235486,100,132.959784,0.0,-321.26455339235486,0.0,0.0
-257.6520526647743,100,134.065522,0.0,-257.6520526647743,0.0,0.0
-161.4881695020191,100,135.16506,0.0,-161.4881695020191,0.0,0.0
-342.80209023681743,100,136.265673,0.0,-342.80209023681743,0.0,0.0
-228.25265201475742,100,137.368795,0.0,-228.25265201475742,0.0,0.0
-238.58063986770173,100,138.461946,0.0,-238.58063986770173,0.0,0.0
-176.82626386534187,100,139.560778,0.0,-176.82626386534187,0.0,0.0
-232.1027361158354,100,169.031391,0.0,-232.1027361158354,0.0,0.0
-161.19336370493605,100,170.135379,0.0,-161.19336370493605,0.0,0.0
-232.64612173186381,100,171.23189,0.0,-232.64612173186381,0.0,0.0
-146.2497040541001,100,172.337329,0.0,-146.2497040541001,0.0,0.0
-174.74512303650528,100,173.432798,0.0,-174.74512303650528,0.0,0.0
-216.4743915044858,100,174.536541,0.0,-216.4743915044858,0.0,0.0
-196.38569420805274,100,175.637236,0.0,-196.38569420805274,0.0,0.0
-368.1598396541947,100,176.74408,0.0,-368.1598396541947,0.0,0.0
-199.6340149643223,100,177.850527,0.0,-199.6340149643223,0.0,0.0
-229.17107397710288,100,178.955567,0.0,-229.17107397710288,0.0,0.0
-222.30748068632363,100,208.518685,0.0,-222.30748068632363,0.0,0.0
-97.4434888476381,100,209.630307,0.0,-97.4434888476381,0.0,0.0
-165.15937049842114,100,210.732979,0.0,-165.15937049842114,0.0,0.0
-185.91604688658833,100,211.827061,0.0,-183.91604688658833,-1.0,-1.0
-282.584937788446,100,212.920565,0.0,-282.584937788446,0.0,0.0
-239.99799244969182,100,214.017368,0.0,-239.99799244969182,0.0,0.0
-246.42133812386,100,215.110715,0.0,-244.42133812386,-1.0,-1.0
-215.32662613271992,100,216.20898,0.0,-215.32662613271992,0.0,0.0
-141.53622247834028,100,217.289165,0.0,-141.53622247834028,0.0,0.0
-152.4418987191685,100,218.381467,0.0,-152.4418987191685,0.0,0.0
-130.68659302023104,100,247.927694,0.0,-130.68659302023104,0.0,0.0
-130.96388405978334,100,249.0286,0.0,-130.96388405978334,0.0,0.0
-233.41344368640907,100,250.142158,0.0,-231.41344368640907,0.0,-2.0
