# {"t_start": 1613087087.7922428, "env_id": "MultiAgent-v0"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7
26.267777405898087,100,5.446771,0.0,26.267777405898087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.088741923695833,100,7.092581,0.0,9.088741923695833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-62.66367437660552,100,8.599495,0.0,-62.66367437660552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.07069870887067,100,10.054707,0.0,107.07069870887067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.057548364009,100,11.514163,0.0,178.057548364009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.020403584657053,100,13.022911,0.0,10.020403584657053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.54353865315043,100,14.531557,0.0,34.54353865315043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.746779685767212,100,16.004067,0.0,7.746779685767212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.54217940216722,100,17.594298,0.0,47.54217940216722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.103868185100142,100,19.012563,0.0,-6.103868185100142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
