# {"t_start": 1612913927.782234, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-4337.3865718505585,24,7.520967,0.0,-1009.0667519477022,-1784.8374475326266,-399.82425652023585,-127.96178305299722,-338.1631741639306,-94.71237198182648,-101.22687518655465,-129.5104411650113,-254.4587511434874,-97.6247191561861,0,0,0,0
-1716.1088361757022,24,8.279818,0.0,-252.52794906176413,-368.38837718047193,-165.51103717797184,-123.62440910996773,-162.06883222992295,-119.19084821464014,-120.79466083023851,-124.67198294908177,-158.40247476620706,-120.92826465543631,0,0,0,0
-4370.031047801472,24,9.099159,0.0,-1071.3492574148065,-1926.0696730811455,-402.30155609059693,-101.650411070562,-332.2081345682077,-64.87200923225208,-65.0176522934127,-95.26242041427005,-240.27231444445385,-71.02761919176439,0.0,0.04119889045629854,0.5570850107276564,1.50342937932382
-4663.225968636617,24,9.87514,0.0,-1061.7967133307275,-1863.6920128025256,-431.9235922839151,-151.0792191825622,-367.16493676309744,-116.44864345831515,-121.38278445350174,-150.90168929784411,-281.2520220998405,-117.58435496428808,0,0,0,0
-4105.510477723955,24,10.684708,0.0,-958.2149616314554,-1704.0842434792992,-375.3612153896044,-113.59244796247044,-326.1442213363389,-82.73101962926471,-87.73750808607886,-114.59900282691584,-253.14154683885724,-89.90431054366968,0.0,0.0,11.550387053506347,2.6956001695778213
-2296.107969875808,24,11.473263,0.0,-480.197528483743,-824.9663619761707,-212.59893946088965,-91.12284950462647,-192.3571878514791,-77.0501968885144,-78.42753826313933,-90.8035337031832,-166.3642649001614,-82.21956884390092,179.99007668795866,0.08175757384806914,0.0,8.289880704975783
-2396.9366438626116,24,12.245511,0.0,-473.17296109669434,-788.0374395597013,-229.57743503278357,-116.57712847447064,-200.61189836298988,-102.47579175016648,-105.89457363993847,-117.07168091221237,-165.60017559357757,-97.91755944007716,0,0,0,0
-4343.4166930225965,24,13.027712,0.0,-1031.2475288087833,-1835.4905708075967,-400.8122081505645,-118.70425083632279,-334.37446032646966,-84.00655241256582,-86.14869852332907,-115.20569866515571,-248.69668909091524,-88.73003540089327,6.296276688120784,0.06033957426918457,0.0761029469117025,3.2986140318526282
-3857.708310398189,24,13.835917,0.0,-804.8409160386944,-1367.1670957506633,-363.12662099390644,-165.5934742903276,-312.46067599172574,-140.38324725579966,-148.47119306263141,-169.95019266099703,-249.41402980154263,-136.30086455190096,0.0,0.0,5.338971536057146,0.22805891104692494
-1659.3194846936458,24,14.640672,0.0,-298.5211019809494,-482.51396079689124,-157.7672778511746,-92.59477839303878,-146.0943036163278,-85.27650025671707,-88.49309729062358,-94.59196345595306,-128.96046802979987,-84.50603302217041,0.0,0.0,4.137704293816419,0.055773096112246644
-4154.701326962795,24,29.543375,0.0,-908.587644354567,-1577.1497122579485,-385.02422915311206,-150.412346988702,-338.5457141081654,-122.5296964251086,-127.52129434489187,-151.43455015921361,-269.0985406773091,-124.39759849377721,0.0,0.035256357775335534,0.5897880596860299,1.4854609640072456
-4365.913619072926,24,30.403198,0.0,-1036.0651501264006,-1845.5986344523133,-399.88551631381364,-117.14094544162272,-338.3447911156904,-82.83559479448846,-84.19776892435546,-113.77079008841864,-258.0223463636918,-90.0520814521314,0,0,0,0
-3033.180359016901,24,31.259921,0.0,-566.1179047681209,-925.6508374984984,-287.6849632659757,-160.1832710045963,-264.1653671060647,-145.17762748815647,-151.41254151290343,-164.58213900114936,-227.91126273591559,-140.29444463552034,0,0,0,0
-2509.733892024419,24,32.210826,0.0,-542.527902950528,-946.2415570810158,-231.02809391342876,-88.19195451538724,-210.3394950188123,-72.72225549849267,-77.70469305077681,-91.50677310174069,-173.21842099120053,-76.2527459030362,0.0,0.0,1.393399195810768,0.4266247745256555
