# {"t_start": 1612913928.4451404, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-2543.5087463585955,24,7.455099,0.0,-475.1581845872597,-783.5556596476639,-238.90272473744722,-128.69716248541815,-227.9456826824568,-116.45736110483871,-125.78040072205343,-136.3447130816365,-199.51244388497804,-111.15441342484286,0.0,0.0,4.499594190191169,0.09914139445010907
-1916.5362101313945,24,8.212463,0.0,-308.11809449164616,-471.6655182455225,-184.72490659260023,-124.56478736522968,-177.54618880864317,-117.76522912075028,-122.3732383810644,-128.1058674017308,-168.22827555004142,-113.44410417416591,0.0,0.0,3.599237477557184,0.06859539010111841
-2713.661453897133,24,9.031988,0.0,-646.4643875760792,-1161.4834975758954,-247.36292790782625,-65.53496375554283,-216.89672626778236,-44.84003044900068,-47.67410980010449,-65.15424727817005,-167.25704190091662,-50.993521385815335,0.0,0.0,4.36241757606548,0.08046382833022245
-3179.1954975927906,24,9.816407,0.0,-704.5322210975382,-1222.6655207872668,-297.4922827933324,-114.95424877762974,-250.67243281794978,-92.08270080953886,-92.3971019162707,-111.2338135229223,-198.02453001137974,-95.14064505896222,0.0,0.05247724175599733,0.3488143615179692,1.974850584446669
-2696.439265515617,24,10.615228,0.0,-598.4711595351964,-1045.4420345817657,-250.65237690144596,-92.49156072238559,-218.20368949788232,-73.67703133377677,-76.54248562271306,-92.05658336038883,-173.80286622776373,-75.09947773229828,0.0,0.0,3.6483786378365357,0.04422210099041536
-2087.552571528668,24,11.399155,0.0,-414.80976493067055,-693.8046706283055,-197.9146204666291,-99.11023282764947,-175.00614749555228,-87.33295437524032,-88.69372195038096,-98.18107447968292,-145.69254591698015,-87.0068384575769,0,0,0,0
-3071.2427607490254,24,12.182166,0.0,-697.6354949787568,-1238.3061812755363,-280.43763368373817,-89.42626609688817,-253.9080104289873,-68.17512019598036,-73.54937023790909,-91.87370850846341,-204.17781263088148,-73.75316271188399,0.0,0.005638473726576665,1.1865247500815341,0.6638261089804478
-5021.7334932591875,24,12.952673,0.0,-1148.28844821216,-2016.6855451642107,-466.25875007740973,-161.5492002051765,-392.1740159488767,-123.45721330007805,-124.71575175334897,-157.46882733949138,-301.4062481426843,-129.7294931157511,0,0,0,0
-2645.7189287374435,24,13.765121,0.0,-504.2290326477415,-833.0737361232179,-249.70233293007135,-132.9237240346765,-229.31723921572947,-119.00321968219941,-123.6072928576985,-135.33836207507102,-198.96132977548524,-119.56265939555199,0.0,0.0,2.3919544184817108,0.1544989355479118
-3527.42176292206,24,14.566249,0.0,-851.7517901850791,-1521.7867395717046,-325.5297132274077,-90.33117289210057,-266.6626989286697,-61.28390570583093,-65.82575432945181,-89.57297495239686,-191.99265904000123,-62.68435408941788,0,0,0,0
-2380.1187851987647,24,29.474287,0.0,-516.3121679476742,-896.2099631605414,-220.99040542191233,-86.28361969085053,-196.85912625938556,-71.5663620904209,-73.46556973150518,-85.88353738833943,-159.3712437101413,-73.17678979799389,0.0,0.013302215983460153,0.9815565174367118,0.8328893827759962
-1875.6865766370495,24,30.334336,0.0,-310.41425851630964,-478.9960068047766,-181.17391647936049,-121.15775552101256,-169.03842360860256,-114.84919718229827,-113.97484392533212,-119.78131120004275,-153.96134989616283,-112.33951350315178,0,0,0,0
-2358.773584103315,24,31.196648,0.0,-484.9082800302354,-824.6086671182701,-221.2999592223239,-101.36960283575478,-195.83323889771145,-87.01577826097804,-87.94548708789272,-99.60344437293982,-166.0346392554938,-90.15448702171494,0.0,0.0,1.4434877966213788,0.298178148946754
-2225.890808329124,24,32.137697,0.0,-446.6717987608307,-753.7189019605624,-209.18025677087036,-101.29287736428256,-187.81114929238694,-88.71323859382488,-90.8854133884478,-101.26794457710123,-157.09803344228982,-89.25119417852726,0.0,0.0,9.287206034662871,1.6974568990277608
-2696.81596013828,24,33.025252,0.0,-527.391904909921,-883.8432182183616,-252.32583945372147,-126.04193061018087,-236.04685737009765,-112.342053147273,-116.28545942659836,-127.98563036877961,-201.64705298494817,-112.90601364839871,0.9045683120476582,0.05535896781446081,0.13743277469116144,2.9757917485194363
-2755.5963466272588,24,34.058055,0.0,-582.8024335703016,-1000.1918726002962,-258.5929753043133,-111.5847253546968,-224.87677737383316,-93.78452735419145,-94.99159256913288,-110.13931751017202,-185.25349653973194,-93.3786284505895,0,0,0,0
-3395.092194465203,24,35.120421,0.0,-783.0580248136871,-1381.6349785493333,-313.98091381041104,-104.06354545764371,-265.99932416187863,-79.07000343041021,-82.48887282318337,-103.84909729166064,-200.93980517995016,-80.00762894704482,0,0,0,0
-1958.697273154896,24,35.932083,0.0,-373.91945226031385,-617.5028450939814,-186.18976268082315,-99.21861952510586,-167.91721169822802,-88.96014765032956,-91.14633150478112,-99.48606726926386,-148.40624127729225,-85.95059419477681,0.0,0.0,2.2449526191162787,0.15734431722344705
-2945.545430386933,24,36.728411,0.0,-672.4908732025175,-1191.0915817364137,-269.2678717412762,-86.92409585925138,-238.9635566330143,-66.29180517453398,-69.79582432963593,-87.87020975150408,-191.79080956772694,-71.05880239105804,0.0,0.0,7.633722766168599,0.9830349751296078
-2612.9119430932237,24,37.539683,0.0,-550.7095136748113,-939.7778872733513,-245.80345332546676,-109.58813707941916,-211.15540798610127,-92.95071339539716,-96.57483461105397,-110.12080760613915,-165.87283024434888,-90.35835789713485,0.0,0.0,5.614514745460784,0.28868350166061973
-2722.208114851938,24,41.60584,0.0,-555.1245213883727,-941.690372041701,-255.38407579507606,-118.8207225646851,-227.9442481780514,-102.701308281265,-105.40526740442846,-119.32207386043734,-193.2571947280275,-102.55833060989286,142.25060875704855,0.05892890061417155,0.032114027940147616,7.615843750567749
