# {"t_start": 1612916405.7678175, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-1767.6328245090629,24,9.4598,0.0,-373.8749781903265,-670.4197214535064,-242.64706467807468,-84.72744012586205,-150.6276210869204,-36.073930036776126,-28.653701644395788,-53.08355214878738,-100.55112808895343,-26.973687055460154,0.0,0.0,8.150017148418431,2.2839955891026222
-1242.7808516995167,24,10.239318,0.0,-199.6341807502244,-326.5775863391004,-181.357477793925,-79.69962482532856,-142.14833564629672,-43.04274817817665,-30.020689012176945,-45.119149364246255,-155.53306748940278,-39.64799230063913,0.0,0.0,0.25543668380213247,0.8559627303165742
-1383.1408180279823,24,10.997131,0.0,-209.02959559403308,-341.2230853869896,-139.7527876167233,-80.29486163216959,-164.09474222368195,-73.59189071422416,-59.029322943872884,-79.33770322691876,-169.405617337825,-67.38121135154417,0.0,0.0,0.0,0.14934639571974057
-1197.7565101139614,24,11.757616,0.0,-189.2716211733111,-325.7471887235118,-184.94230549454576,-63.931654336430526,-167.8385424437804,-36.103907386273384,-21.001792289377924,-38.46292862166085,-138.5383149817265,-31.91825466334337,0,0,0,0
-1399.7985046547174,24,12.52857,0.0,-258.4458492774187,-454.4001531374002,-167.24072472731748,-66.70031091161768,-150.2947524758318,-47.61871846247946,-32.83664725133903,-48.95115856655565,-132.7551573550822,-40.5550324896751,0.0,0.0,0.058340726078934146,0.34755702824861706
-1621.6299173387463,24,13.324209,0.0,-320.3925950073991,-552.7206600919505,-213.16742902551152,-83.08084857129644,-141.11605471416175,-46.51861536702328,-33.55946095509901,-53.600567022298534,-135.76922409759953,-41.70446248640665,0.0,0.0,5.939569099447672,1.6013395126942758
-1159.8792143443343,24,14.108689,0.0,-207.21840136118416,-355.47274538664306,-130.3020175466086,-50.82529151264239,-136.99306807659156,-39.948452303408956,-19.058710567214483,-39.360512434314955,-148.84302791648224,-31.856987239244145,0.0,0.0,2.089186353562599,0.34332509017936763
-1388.7706895718927,24,14.896687,0.0,-276.8176059154134,-482.75052395539024,-157.89617717429255,-51.355494220632316,-167.0463951669471,-32.83209658022284,-21.165184597278916,-36.30626341837097,-133.35292036343634,-29.248028179908026,0.0,0.0,0.004122079393574007,0.14399125620444878
-1717.7572707817528,24,15.673372,0.0,-348.2175956507293,-622.1768020535106,-201.27015344013793,-55.478472982330864,-171.44652560175868,-35.24895723836405,-26.20026600481511,-46.002746826042504,-173.33787616534423,-38.377874818719654,0.0,1.7495059235470827,0.0,1.4439009191096883
-1396.3577206139046,24,16.475575,0.0,-229.45905362875052,-388.70770073695195,-212.0133637630254,-79.05376340120203,-162.34916302344052,-48.33853206650887,-31.153164495739304,-46.55643862067914,-156.99122410379036,-41.73531677381659,0.0,0.0,2.237262921151062,0.49993262642560093
