# {"t_start": 1612916405.6511998, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-1342.4024775493428,24,9.578896,0.0,-247.90252242362732,-435.1695627443676,-169.710742156629,-66.26197476863221,-139.71479151754244,-37.583287061897686,-23.59665256145407,-49.673142305633974,-138.78353674632444,-34.00626526323402,0.0,0.0,6.2248965230166755,0.5423616110622071
-1465.5247646180685,24,10.350641,0.0,-265.4011246287096,-447.636995689268,-198.67758710340647,-91.7827938989994,-137.21777501691977,-54.557332297562,-41.236360865792136,-52.00129197941772,-129.802851499777,-47.21065163821618,0.0,0.3555575142108067,0.011755727794253157,0.19768139607283886
-1633.4702325679973,24,11.11463,0.0,-289.01264792135595,-508.2121208004489,-189.8169330035338,-72.74866995863962,-201.75991783760077,-53.25134549371028,-34.02213172159063,-54.91091624416721,-181.11754171144926,-48.61800787550073,0.0,0.0,8.44374482988505,1.429498985477942
-938.1874364928242,24,11.874235,0.0,-142.48426378234743,-227.4473643513983,-137.32582032319618,-55.46562497534817,-123.16632605071007,-36.88442956130576,-28.074568402648612,-52.44593735595213,-99.64947885744664,-35.24362283247086,0,0,0,0
-1302.7459210140794,24,12.640385,0.0,-225.3302969521831,-383.29415350567353,-169.3382166753434,-55.81978795416844,-152.53423878074668,-33.868128043095965,-23.246662924662495,-36.35021308708642,-182.69515373352277,-40.26906935759638,0,0,0,0
-1216.715075546865,24,13.440349,0.0,-250.30020999817916,-437.9422713175636,-140.3648167232678,-32.53752682515712,-126.11191385946303,-25.665207185718806,-13.400388520775477,-25.141299159474585,-141.49213494075926,-23.759307016505893,0.0,0.006403982236292238,0.0,0.8200911285765544
-1509.6241987098726,24,14.225602,0.0,-264.30734532153565,-469.27877086892386,-190.25680958240505,-71.10015894487174,-149.53127223835958,-43.88134220543788,-24.108074966227186,-51.71177910306054,-200.74845973092064,-44.70018574813062,0.0,0.0,2.616194346926627,0.04971543894516191
-1550.0395315883225,24,15.011701,0.0,-241.67579822318655,-416.9112630634181,-182.06754556411957,-72.38264642338062,-196.6860000362647,-62.12433910261254,-44.68303956498059,-71.28879611358069,-202.18057047715075,-60.03953301962833,0.0,0.0,1.989718264223034,0.3733441771164363
-1502.7694205364824,24,15.790144,0.0,-271.20757483889497,-465.7660130189337,-191.02844189383845,-74.51790876805646,-162.02258044614607,-47.946940786013386,-31.607207421513483,-46.29024222184773,-167.7971489493022,-44.585362191935616,0.0,0.010707657968527462,0.0,1.1846082955053483
-1682.5597878657263,24,16.590103,0.0,-349.3719987909596,-628.4349794362809,-163.40984773265555,-46.99328245579138,-165.81509835000074,-32.815708547321265,-16.66559920943241,-39.7937338310273,-207.0172199373012,-32.242319574955985,0.0,0.0,0.6876617860529519,0.8086681534911716
-1834.9102727020027,24,23.786613,0.0,-422.11527118525566,-752.4443318622123,-248.7948245294279,-76.93638568246521,-119.09318474417304,-28.846070035426102,-20.503761779775132,-35.791641764032434,-109.06670945271401,-21.318091666521006,0.0,3.6640633491320944,0.0,0.5845412275133506
-1321.7276405618086,24,24.578048,0.0,-253.6467097505381,-451.5367076278589,-206.8927485852299,-65.50752300158854,-122.62426308057769,-26.629475656942308,-11.385480217297792,-31.470690993004165,-129.78676505531675,-22.24727659345436,0.0,0.0,2.8320765533049688,0.3630536411995254
-1515.563470413415,24,25.358966,0.0,-263.11803950265454,-458.3102030919715,-196.6930202060589,-51.38251105869357,-203.7522797902628,-38.65325439572599,-23.675258123965236,-44.87117724500463,-196.77380140234774,-38.33392559672998,0.0,0.0,0.0,0.2820267999432052
-1096.414499941434,24,26.125408,0.0,-179.68775008727295,-312.97919403366063,-126.72314868762703,-54.759957732827154,-148.3842535580038,-34.173056583093505,-18.364800286518314,-35.25547837138892,-153.90030728874896,-32.186553312292745,0.0,0.0,0.0,0.309905972050453
-1552.2419628355026,24,26.892179,0.0,-287.3193775020052,-483.0899008943549,-182.85174352788354,-66.60514937299057,-152.90498007008554,-61.160748259397785,-41.104036681892,-63.86131743179842,-160.91062300364155,-52.43408609145308,0.0,0.0,0.8017710347857911,0.3652161582792133
-2078.376081192075,24,27.649792,0.0,-422.50931112572573,-752.5519420395382,-241.5053745001068,-74.8063664349399,-202.0591363399137,-42.632756483628334,-27.042361946023878,-45.05389634723615,-225.877465641979,-44.33747033298347,0.0,0.8318778404906719,0.0,0.09187461821522785
-1166.6435075505146,24,28.434598,0.0,-209.93481292491262,-356.7378247347476,-153.55875646671478,-57.74785561825815,-123.81149654541551,-43.62765810398853,-32.95103434588264,-44.26984018010934,-107.80632588809053,-36.197902742394916,0.0,0.0076374220675976545,0.01773325984262808,0.6257061961166416
-1084.9942848351939,24,29.219539,0.0,-186.24028560652363,-329.68195015310425,-127.73016325708699,-43.06215663768079,-145.17821613335514,-26.91673259505863,-11.608191157824002,-35.59834587035595,-153.2711133347151,-25.707130089489173,0.0,0.0,0.9123111465634269,0.21566581581415323
-1566.9325200753806,24,30.025241,0.0,-316.6693773488794,-536.8051973220253,-166.7278013310834,-62.20825713570807,-151.85359943319506,-42.234710834381204,-33.71116301806648,-48.6257217387076,-163.03468000847772,-45.06201190485636,0.0,0.0,2.5454006732199557,1.1683599020264543
-1840.7564563642952,24,30.809619,0.0,-404.50591416757084,-710.1840737822911,-228.87899479814104,-83.26684473296986,-140.98951792084432,-42.262628678939016,-36.73773478798644,-58.31847627992296,-99.4515382977317,-36.16073291789795,0.0,3.141202988096977,0.0,0.2821961222558796
-1632.231561610188,24,32.014821,0.0,-319.494139261121,-580.2074879822383,-180.29163628080977,-48.85893361861897,-167.55888342584223,-26.897508165833898,-17.472612213412,-45.32695039306051,-210.5922124692181,-35.531197800033254,0.0,0.6793507107622521,0.0,1.1489290759615183
-1493.9665739888467,24,32.809866,0.0,-289.32472163081917,-511.0863110558793,-152.27854614051486,-64.38401822702487,-151.84361668183018,-46.94049670708934,-36.530768684968436,-53.77054774876,-145.7109003105104,-42.096646801450156,0.0,0.0,1.2290527283164807,0.13183978341461933
-1423.0158981230607,24,33.590907,0.0,-208.47055713072777,-321.64737880251505,-161.2338587163271,-92.70262097223933,-171.7536488481809,-82.37324392822676,-69.06205602561789,-78.63950393636472,-159.72648086810304,-77.40654889475805,0.0,0.0,0.0,0.3112928716195092
-2111.918474424132,24,34.379195,0.0,-432.17280665953695,-782.905587075699,-209.9078651885274,-49.28371942220061,-243.3864992093873,-39.04324860357543,-19.338268366797966,-49.02381195909883,-243.9545407850781,-42.90212715423074,0.0,0.0,7.605070486305534,1.9231228540003802
-1510.1871258800193,24,35.163374,0.0,-231.75180789488024,-389.6717340385467,-177.50062562061217,-70.12624708222172,-217.58751507390727,-63.38850423543273,-39.56185974387401,-56.533922712637846,-206.1463186185123,-57.91859085939414,0.0,0.0,1.5569877492739197,0.4564984955738129
-1680.153424988858,24,35.92699,0.0,-312.20312736437904,-526.116017090077,-160.09084606096843,-75.2449091510628,-177.85241650657346,-67.92568283166803,-57.32250501415242,-78.3192120019173,-162.59217652814357,-62.486532439915955,0.0,0.0,0.9794236223646557,0.5520306896076718
-1306.7956874787276,24,36.691434,0.0,-268.66041499277685,-486.4465144925541,-128.71223547628145,-30.881653416323708,-165.25520646341624,-26.440665209509696,-13.370999204684017,-33.860855175953716,-133.19791540864955,-19.969227638578158,0.0,2.5101155635752535,0.0,0.5658536103716452
-1211.4440829736805,24,37.486631,0.0,-186.86557740753793,-331.8522055800474,-131.7503993800277,-46.48366652989152,-178.28204334945954,-37.60759383042298,-20.412364069574096,-50.23198195096484,-191.07123420798766,-36.88701666776673,0.0,0.0,0.21596844673358806,0.5076160607886606
-1228.5029878401892,24,38.270469,0.0,-189.3411430255369,-320.5815595488841,-157.73076786571116,-60.9772899287759,-159.8232408665081,-48.36511443997831,-30.7605328706442,-62.00558696872191,-153.14851221121347,-45.76924011421504,0.0,0.46107300535296636,0.0,0.05039182341511133
-1125.7166702056834,24,39.044931,0.0,-194.64408747767487,-340.5144445686522,-127.92455773445143,-46.496854283530176,-138.74012777325544,-35.55653749094543,-20.393308110224584,-39.93644667368214,-148.93175962485176,-32.578546468415375,0.0,0.0,1.2625926857952443,0.18928211148273127
-1572.8175594657,24,40.258909,0.0,-282.7622361369822,-479.8743420773583,-178.2123736724782,-72.94755389142557,-174.44480587756607,-50.073475861291115,-34.258037166260635,-49.418457187364325,-201.24060806469362,-49.585669530280015,0.0,4.439584872815296,0.0,0.4085659581611741
-1274.0404417954262,24,41.040527,0.0,-194.2269270780684,-314.15404982692917,-146.3605512018366,-66.85760696413499,-147.12410283344292,-60.23708410141615,-39.537097155658344,-46.383504550854724,-201.53086087973662,-57.62865720334818,0.0,4.340024159031896,0.0,0.36247905215221293
-928.9156929875011,24,41.826375,0.0,-147.82851463496598,-257.4165319486167,-133.8237919722443,-48.04061243097631,-120.18692033803173,-33.80946265906758,-18.624942257884403,-34.46431353207734,-107.27068772347337,-27.449915490163388,0.0,0.0021524723294961134,0.0,0.2292471617571606
-1039.1983636446412,24,42.617041,0.0,-206.85737066428982,-369.1053515196471,-112.64566103270279,-35.83774048060083,-103.95575689880965,-25.46640006451433,-11.206674894192155,-24.279142940386855,-127.24907888205342,-22.595186267444184,0.0,0.0,0.4034568199892199,0.20616404704412022
-1561.4902580976213,24,43.386655,0.0,-287.81731761098735,-497.2980197009187,-222.0449915406698,-79.39739625169716,-161.38542352980764,-46.99702034964938,-33.238138806825646,-54.700703974655056,-138.01832375381247,-40.59292257859836,0.0,0.0,0.052076087171815,0.9696663064391475
-1696.6051145015138,24,44.15283,0.0,-326.7469595496817,-570.1457407707874,-200.308012175643,-87.8882018921205,-150.6072417940913,-53.37105242869941,-43.26231974152957,-61.18521431415496,-154.04743422245048,-49.04293761235561,0.0,3.3929011173531842,0.0,0.30894610645500464
-1421.8051952991266,24,44.948878,0.0,-223.1657401231699,-385.2075647088982,-181.14765516018164,-63.34353541938406,-180.32114527925265,-37.484334529563824,-22.283187283300922,-39.16502400867658,-245.59705918066575,-44.08994960603318,0.0,0.663590348285201,0.0,0.11487468193574046
-1320.4397860978186,24,45.741548,0.0,-278.97230663652994,-499.21878523572866,-151.83094058630735,-51.8301866805491,-131.3287189250271,-32.51713501077645,-24.008294371733946,-51.42816180309212,-75.78582958693401,-23.519427261139885,0.0,0.0,3.522410895194565,0.14906217987883788
-1890.8226139754267,24,46.53126,0.0,-334.4710766483605,-579.3948178612715,-203.06123208181344,-85.66136729926016,-212.28103668485608,-61.46195895189071,-47.21024480102349,-72.27914643249284,-232.9822513426858,-62.01948187177214,0.0,0.0,8.581766027832598,1.554310736033485
-1470.3703828432033,24,47.300362,0.0,-287.28338227830216,-505.29307057817533,-179.37158702833204,-62.59902389974577,-149.8489305098327,-40.209309755204934,-24.622028155186626,-38.396677675602035,-148.11425827634227,-34.63211468647923,0.0,1.5431444923358002,0.0,0.3076240965338161
-1235.7487058556158,24,48.47937,0.0,-191.52079946491864,-307.532080617967,-178.3278177132447,-78.85258626178172,-149.6045714260286,-57.21210098338458,-39.38030480511553,-50.57830817694969,-134.19986788648626,-48.54026851973879,0.0,0.0,2.2895106614396474,0.9230800829434175
-976.3670441596555,24,49.269172,0.0,-177.13481401475207,-300.8893527190341,-135.43273986970954,-50.8358379403989,-103.74171489010146,-26.09498803260677,-9.588794132460116,-16.465218831738433,-132.32972615058216,-23.853857578271917,0.0,0.5256328507078234,0.013212656214862784,0.15595375751264015
-1409.4038807637712,24,50.062313,0.0,-210.13550199316222,-366.6647899702327,-135.05962180752613,-57.027937858019314,-199.083882849108,-56.85749694589727,-32.94384443412458,-48.23267258855277,-243.7065428698727,-59.691589447275554,0.0,0.0,8.612944245122693,2.688055542976888
-1558.703151391654,24,50.835376,0.0,-250.19871088269792,-414.21373715960686,-196.5079259443065,-94.81615463118806,-165.71435646805747,-67.57799745530238,-50.90094381133842,-73.31594548664258,-179.95906862747162,-65.49831092504215,0,0,0,0
-1025.5578517385318,24,51.632901,0.0,-180.99917816972717,-297.70085242343765,-126.1268416271162,-64.23214237790803,-103.77305627696231,-48.37254135335281,-37.63653071280055,-52.762588535734785,-74.8088498204013,-39.14527044109112,0.0,1.1839690009893955,0.0,0.325378333249304
-1444.2338498245942,24,52.401376,0.0,-236.79535186250058,-380.1006493910236,-213.5107529232893,-91.02398113956946,-147.58534900377444,-62.6057881666741,-49.264926758754825,-67.61955792098746,-140.22543424376477,-55.50205841425578,0,0,0,0
-1539.7416998501517,24,53.192128,0.0,-256.07732781812507,-414.788263478056,-182.17731047405275,-86.892593191569,-151.7023794243367,-66.12746656180049,-51.73485875666753,-69.3795054900279,-196.63364955413832,-64.22834510137797,0.0,0.0,0.1591051268798438,0.24380089927482218
-1665.0537029485438,24,54.002839,0.0,-327.7889973726122,-572.9998821362578,-166.3769905656555,-65.52749540457403,-189.99307657926246,-48.09037210392397,-34.51871915015143,-60.266001555214025,-159.1465858944221,-40.345582186470224,0.0,0.0,4.344102271459537,1.9206984192070562
-1609.7933211490158,24,54.764857,0.0,-306.94709539001707,-538.4572573344043,-173.3665057477217,-64.8039081599423,-161.2524671515146,-47.9553437789655,-34.98429522264555,-63.49155258311742,-174.24066309122534,-44.294232689461985,0.0,0.0,3.070359361752958,0.1856968903186229
-953.9793033796849,24,55.561055,0.0,-187.6371373706603,-330.9289517760997,-121.1552832411576,-41.788567193267085,-105.50058481581515,-20.651305812479,-10.407454033074314,-21.233421978027494,-98.11386616670332,-16.56273099240085,0.0,0.0,2.950355472053825,0.5466618049007221
-1094.1825451600112,24,56.780337,0.0,-155.00826533005986,-252.76083863215237,-145.17472544553692,-73.33316269592555,-123.9194363201652,-49.770531766898785,-39.76977269444058,-62.80120351918467,-142.17204126653735,-49.472567489109636,0.0,0.0,5.494134655708118,0.29432625683173075
-1329.676941897422,24,57.578254,0.0,-266.75899369842176,-477.5828213051445,-156.23765483877546,-46.721736054557354,-139.1767297017084,-23.197510861609288,-15.600859410097087,-29.426516902147785,-147.35366188368903,-27.620457241271087,0.0,2.687251633069372,0.0,0.05142214559163526
-1423.5520167457694,24,58.333155,0.0,-267.28547968634246,-466.6683772964255,-198.23197820171507,-63.79187546959541,-170.7830975017943,-36.442961044939906,-22.24380236448608,-38.78418040525526,-128.69313913479334,-30.62712564042215,0.0,0.0,0.41907279078318527,0.08139132866762988
-1044.645266205687,24,59.113729,0.0,-159.13958929086357,-253.51261338654754,-120.66566135306434,-64.80943512345846,-126.07403197611498,-56.00551635173045,-37.27691472995969,-46.924247741345944,-132.44510977142053,-47.79214648118147,0.0,2.2741679070558627,0.0,0.12263062298075725
-1820.853169766173,24,59.903954,0.0,-290.56763927027146,-484.0500087720873,-234.66036972378177,-99.94486013608855,-246.31112282090535,-67.41600785809145,-53.355095676227364,-76.36444669196241,-201.03339351301014,-67.15022530374739,0.0,0.0,0.16431342341554056,0.22817335323787236
-1343.370032169321,24,60.70743,0.0,-281.7051480690493,-476.19578635317,-151.43999022011383,-56.25785804233823,-112.42635170509122,-36.84375525002616,-21.707718545775894,-31.68145852192895,-142.68488296895708,-32.427082492870376,0.0,0.0,1.3207242546622786,0.36707369405611034
-1611.17111913848,24,61.508144,0.0,-293.3689421538792,-501.84171852805474,-166.57226459914222,-57.47953633538444,-173.6364686428871,-57.1496420000186,-44.36136252212529,-62.922763351980194,-195.81833747941775,-58.02008352559059,0.0,0.0,0.8015559736451098,0.5928057468838079
-1477.3296809467256,24,62.296482,0.0,-226.24248390013938,-376.5695822969306,-215.08455073191612,-88.24113639630677,-162.94299525685588,-61.15501136637868,-41.14923235181337,-64.33121849472406,-185.3769703456609,-56.23649980599971,0.0,1.0081868159650003,0.0,0.21185623732158476
-1399.9759980496333,24,63.065614,0.0,-277.197026739238,-482.58866711943057,-165.09850747913865,-68.88012821137869,-126.20714539633066,-44.89361706201696,-30.555683973437162,-50.73694240559144,-116.98973932084508,-36.82854034222617,0.0,1.1471278592590644,0.0,0.34886609260117685
-1304.0864562224886,24,63.847619,0.0,-263.24058897268446,-477.7032297756519,-172.1084901986208,-47.63338425205834,-123.54930034490884,-22.590527304723448,-14.071649610566585,-33.29453927327656,-126.48874208341955,-23.406004406578276,0.0,0.0,0.04419680444161678,0.38412516217299403
-1597.1674933486859,24,65.037787,0.0,-290.22711268023767,-501.00071053254334,-177.98413059851083,-65.21980672316386,-190.63702534564842,-50.92226328582805,-35.55521996088715,-51.032657933409894,-189.03865197171254,-45.54991431674425,0.0,3.526697027062472,0.0,0.46488010061263707
-1596.3444117187382,24,65.82344,0.0,-287.9597035035941,-506.9860971262762,-179.62099051731408,-64.034356325022,-215.57314266941358,-46.955720338399644,-33.52867704459723,-62.87128701772945,-155.7990846512009,-43.01535252519102,0,0,0,0
-930.1842637962825,24,66.61445,0.0,-145.49180267034157,-248.64414657657582,-166.62718738010796,-47.879383447613854,-125.71346298752037,-24.117215393718983,-9.198647540289661,-27.3648158531557,-115.53514064643952,-19.612461300519062,0.0,1.8434122578748031,0.0,0.07191064234051527
-1258.5794392960763,24,67.402623,0.0,-218.2990144208766,-361.49622892513224,-154.93802437770688,-68.88696701285637,-136.42306752812732,-51.512478459036885,-39.54209387229113,-56.65508592735282,-125.23776730891868,-45.588711463777464,0,0,0,0
-1496.2857443782964,24,68.184633,0.0,-283.34164974418564,-493.68433345435653,-178.8219701137418,-66.76894943145109,-145.67251553067325,-48.44975385960886,-32.93487188065054,-53.38015279247676,-150.17075575791392,-43.06079181323802,0.0,0.0,3.779399792351372,1.1558781897000037
