# {"t_start": 1612921549.9189644, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-2461.092966935094,24,7.584122,0.0,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,-246.1092966935094,0,0,0,0
-3668.5857745001713,24,8.333476,0.0,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,-366.85857745001715,0.0,0.06697209851444885,0.007047226387940531,2.629051083705805
-2265.6140601160287,24,9.113219,0.0,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,-226.56140601160286,0.0,0.06394181363672335,0.0,0.17073528821970022
-3131.647896856629,24,9.902599,0.0,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,-313.16478968566287,0.0,0.0,2.5203660364802953,0.20771816320835196
-1594.9963143433545,24,10.709033,0.0,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,-159.49963143433544,0.0,1.1239505494312318,0.0,0.04878493235565186
-3470.134575322481,24,11.485227,0.0,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,-347.0134575322481,0,0,0,0
-2644.2235870091,24,12.275465,0.0,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,-264.42235870090997,0,0,0,0
-3122.862900936939,24,13.090067,0.0,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,-312.2862900936939,0.0,0.0,1.459961408214978,0.2723743926533037
-3090.574457558868,24,13.869846,0.0,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,-309.05744575588676,0.0,2.9379732254230078,0.0,2.1587020653248343
-2533.5759911196446,24,14.689637,0.0,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,-253.35759911196445,0.0,0.0,0.042912334413478526,0.3420857669481015
-5035.792004496736,24,29.809229,0.0,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,-503.57920044967364,0.0,0.0,3.030443536993373,0.15453363252964514
-3329.3431062630857,24,30.616264,0.0,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,-332.93431062630856,0.0,0.0,3.8907152709549657,0.2586753036102308
-2371.790420833584,24,31.432298,0.0,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,-237.17904208335838,0.0,4.892825933489311,0.0,1.5797351887175322
-3409.183609480462,24,32.230382,0.0,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,-340.91836094804626,0.0,0.0,1.3808620016872484,0.067558363097074
-3630.4988781014067,24,33.017506,0.0,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,-363.04988781014066,0.0,1.1845323871283984,0.0,0.09472519125947614
-3549.846977905525,24,33.815158,0.0,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,-354.98469779055245,0.0,0.0,0.1251193314051714,0.48550612394780557
-2513.2410576916886,24,34.612623,0.0,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,-251.32410576916888,0.0,0.6485978584565737,0.0,0.10264105236522204
-2740.5779929103037,24,35.431892,0.0,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,-274.0577992910304,0.0,0.1262879886951367,0.0,1.5376461455932702
-3187.0583727997323,24,36.225755,0.0,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,-318.7058372799732,0.0,0.017874009787724576,0.005979162657280157,0.8440092080113801
-2873.8271471731696,24,37.018878,0.0,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,-287.38271471731696,0,0,0,0
-3377.408990317375,24,41.09696,0.0,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,-337.74089903173746,0.0,0.19329604567164482,0.0,0.05195534834978719
-2621.3369995475005,24,41.92833,0.0,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,-262.13369995475,0.0,0.04653060560003586,0.5803525388600826,1.92036188176222
-2501.9661048819685,24,42.745993,0.0,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,-250.19661048819688,0.0,0.04520320172701342,0.02557077194665658,2.093981649831623
-3300.0285932946276,24,43.523939,0.0,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,-330.00285932946275,0.0,1.9066439557243111,0.0,1.2153745975031616
-1977.5753131908507,24,44.306423,0.0,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,-197.75753131908507,0.0,0.0,0.007554403644240093,0.0505487218458631
-2998.866404445753,24,45.101334,0.0,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,-299.8866404445753,0.0,0.0,4.203601690494684,0.6013066466236141
-3421.327837056901,24,45.886615,0.0,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,-342.1327837056901,0.0,0.002903807479527787,0.8248107224641928,0.5739157389424326
-4037.2802253561576,24,46.720482,0.0,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,-403.72802253561576,0,0,0,0
-2467.530752500207,24,47.560939,0.0,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,-246.75307525002074,0.0,0.0,2.1737056226944347,0.10343710663947667
-2665.7390227874425,24,48.374047,0.0,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,-266.57390227874424,0.0,0.0,0.043763205378995806,0.3482676451971443
-3535.8874485383835,24,52.46054,0.0,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,-353.58874485383836,0,0,0,0
-1828.8519227165586,24,53.255106,0.0,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,-182.88519227165588,0.0,0.0,0.0,0.07684002589389503
-1957.6627857199894,24,54.033847,0.0,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,-195.76627857199892,0,0,0,0
-2209.7623388042593,24,54.797648,0.0,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,-220.97623388042595,0,0,0,0
-3888.6628824663285,24,55.592941,0.0,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,-388.86628824663285,0.0,0.5012735091259517,0.0,0.5785736644285011
-2466.453702864074,24,56.368322,0.0,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,-246.64537028640737,0.0,0.34083598085696054,0.0,0.2772108927024772
-2924.3640043214596,24,57.151976,0.0,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,-292.43640043214594,0,0,0,0
