# {"t_start": 1612921549.6650689, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-2741.4735734037567,24,7.834593,0.0,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,-274.1473573403757,0.0,0.0,3.1439126235928674,1.5086701347060978
-2951.5088148475843,24,8.58547,0.0,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,-295.15088148475843,0.0,1.5190426116972975,0.0,0.13153671934175898
-4015.7205635150117,24,9.361486,0.0,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,-401.5720563515012,0.0,0.0,1.1050992486140316,0.24527129446425222
-2405.164091491268,24,10.15924,0.0,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,-240.51640914912682,0.0,0.0062085125516682105,0.8537880050450268,0.7465679632574416
-3963.7050348989596,24,10.960229,0.0,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,-396.370503489896,21.126901189952036,3.487406902505019,0.0,5.0504840017708865
-2832.087112473255,24,11.737495,0.0,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,-283.2087112473255,0.0,4.699366856783828,0.0,0.9347813398178476
-2351.992543074483,24,12.534147,0.0,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,-235.19925430744829,0.0,3.5737634114737786,0.0,1.9538746371017264
-2580.699175520781,24,13.344831,0.0,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,-258.0699175520781,0.0,0.0,9.59240538488082,2.598511621156125
-2167.6441673865593,24,14.122112,0.0,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,-216.7644167386559,0.0,0.035104882942772475,0.2656959802252009,2.15971629785061
-2291.501604408351,24,14.937987,0.0,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,-229.1501604408351,0.0,0.8303322696998714,0.0,0.6289412346412313
-2654.592472670182,24,30.05321,0.0,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,-265.45924726701816,0.0,4.657495861010976,0.0,3.410089019392575
-2284.8388457608307,24,30.865726,0.0,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,-228.48388457608306,0.0,0.0041857117006463,0.5756870096901953,1.2595956362396188
-2727.979130361859,24,31.680991,0.0,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,-272.7979130361859,0.0,2.988834448293345,0.0,1.4274202852183977
-2576.790174418639,24,32.486105,0.0,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,-257.6790174418639,0.0,0.082429624827701,0.0,0.11195778788377973
-2290.32496961292,24,33.264968,0.0,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,-229.03249696129203,0.0,0.0,1.1174391242182802,0.1742442271568769
-3239.968621373296,24,34.068002,0.0,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,-323.99686213732963,0.0,0.03822396844939768,0.04764172409314571,1.5087519180370021
-3153.206941644779,24,34.860715,0.0,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,-315.32069416447786,0.0,0.0063920422061942705,0.019098593535056274,0.7616843055957496
-2879.089448585932,24,35.683337,0.0,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,-287.9089448585932,6.464309312312039,3.327289396732042,0.0,3.7833925317161383
