# {"t_start": 1612921549.8216448, "env_id": "Microgrid-v2"} 
r,l,t,s,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,overloading,overvoltage,undervoltage,total_loss
-4849.6102691976985,24,7.680406,0.0,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,-484.9610269197698,0.0,0.0,4.795222188768765,2.519531905727423
-1920.06567953893,24,8.424109,0.0,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,-192.006567953893,0,0,0,0
-4171.756106629305,24,9.205109,0.0,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,-417.17561066293047,0.0,4.0271141962554085,0.0,2.1423517770385807
-4498.352027290678,24,9.991557,0.0,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,-449.8352027290678,0,0,0,0
-3348.2833116938937,24,10.807947,0.0,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,-334.82833116938934,0.0,0.0,3.5603901122384705,1.0614095140613975
-2195.4358310005705,24,11.582529,0.0,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,-219.54358310005705,155.70702763855704,6.155965670318978,0.0,8.001215783787005
-2699.1406136424584,24,12.381848,0.0,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,-269.91406136424587,0.0,0.0,8.896071379447331,2.5178033274388025
-4673.200933007913,24,13.185696,0.0,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,-467.32009330079126,7.9194925774475,0.15571904977143314,0.0,3.608061619873566
-4065.0272579151733,24,13.966764,0.0,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,-406.5027257915174,0.0,0.0,2.34905634684878,0.153001572009313
-1849.9379492134449,24,14.783823,0.0,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,-184.9937949213445,0.0,0.5209506973830262,0.0,0.05260599319303095
-3707.4809379124563,24,29.899772,0.0,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,-370.74809379124565,0.0,0.03965415497583269,0.0,1.4178098849727925
-4035.3813847647907,24,30.704772,0.0,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,-403.53813847647905,0,0,0,0
-2728.289700044741,24,31.519855,0.0,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,-272.82897000447406,0,0,0,0
-2645.9861490462927,24,32.331257,0.0,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,-264.59861490462924,0.0,0.7706252736329868,0.0,0.7571082712475777
-3176.313448054796,24,33.104002,0.0,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,-317.63134480547956,0,0,0,0
-2605.445064808881,24,33.917861,0.0,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,-260.54450648088806,0.0,0.0,0.0,0.08999801009925097
-2828.8045996214178,24,34.70756,0.0,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,-282.8804599621418,0.0,4.625562630795081,0.0,2.455403820541549
-3769.888407503121,24,35.53128,0.0,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,-376.9888407503121,90.73619612514324,6.357038740539504,0.0,6.811299039943977
-2407.306952601704,24,36.323463,0.0,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,-240.73069526017042,0.0,0.0,0.8076022683166038,0.05946928531726514
-2858.1406040998736,24,37.126439,0.0,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,-285.8140604099874,0.0,4.05666430362429,0.0,3.3415391516009914
-2152.310561572544,24,41.183947,0.0,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,-215.2310561572544,0,0,0,0
-2903.340988742235,24,42.01916,0.0,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,-290.3340988742235,0,0,0,0
-3514.525872440228,24,42.836899,0.0,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,-351.4525872440228,0.0,0.0,0.08685302839413467,0.14619068139967992
-1964.385010927158,24,43.617663,0.0,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,-196.4385010927158,0,0,0,0
